municip_name,municip_code,year_offset,NESTS,colonies_amount,food_fruit,food_apple,food_txakoli,food_kiwi,food_pear,food_blueberry,food_raspberry,station_code,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind,population,cluster_size,cluster_cosmo,cluster_survive,cluster_food,cluster_weather_wet,cluster_weather_temp,cluster_weather_wind,cluster_weather_level
Arakaldo,48005,2017,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C032,1.8333333333333333,78.2577605874922,1.4509999999999998,0.2826666666666666,0.1859081742575672,13.416666666666666,10.083333333333334,96.575,10.2,55.3,12.574843363785495,13.316666666666665,37.3,25.8,1.5,4.7371309520260505,63.7,35.3,159,0,0,0,1,0,0,0,0
Arakaldo,48005,2018,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C032,1.25,79.03333333333332,1.057,0.3165833333333334,0.178795229465268,15.583333333333334,11.166666666666666,109.55,20.6,52.1,12.569574349821432,13.683333333333335,37.8,27.0,2.1,4.641666666666667,78.5,39.9,156,0,0,0,1,0,0,0,0
Arantzazu,48006,2017,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,1.4166666666666667,79.825,1.114795453398045,0.338103956052167,0.1803443468414604,14.75,11.25,116.94166666666666,4.8,88.2,11.983333333333333,14.324999999999998,37.1,26.3,2.0,7.539592788634075,100.8,43.6,411,0,0,0,1,1,0,0,0
Arantzazu,48006,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,0.8333333333333334,79.76558312998702,1.0985482716469082,0.3480550872057191,0.1821693288872349,16.833333333333332,12.666666666666666,125.23333333333332,14.9,77.7,11.322511556762676,14.025,36.5,27.2,2.2,7.972379110532128,82.8,50.8,393,0,0,0,1,1,0,0,0
Areatza,48093,2017,9,35.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,1.4166666666666667,79.825,1.114795453398045,0.338103956052167,0.1803443468414604,14.75,11.25,116.94166666666666,4.8,88.2,11.983333333333333,14.324999999999998,37.1,26.3,2.0,7.539592788634075,100.8,43.6,1196,0,0,0,1,1,0,0,0
Areatza,48093,2018,15,35.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,0.8333333333333334,79.76558312998702,1.0985482716469082,0.3480550872057191,0.1821693288872349,16.833333333333332,12.666666666666666,125.23333333333332,14.9,77.7,11.322511556762676,14.025,36.5,27.2,2.2,7.972379110532128,82.8,50.8,1212,0,0,0,1,1,0,0,0
Arrankudiaga,48009,2017,43,0.0,275.0,50.0,63.0,19.0,4.0,3.0,0.0,C032,1.8333333333333333,78.2577605874922,1.4509999999999998,0.2826666666666666,0.1859081742575672,13.416666666666666,10.083333333333334,96.575,10.2,55.3,12.574843363785495,13.316666666666665,37.3,25.8,1.5,4.7371309520260505,63.7,35.3,960,0,0,0,1,0,0,0,0
Arrankudiaga,48009,2018,8,0.0,275.0,50.0,63.0,19.0,4.0,3.0,0.0,C032,1.25,79.03333333333332,1.057,0.3165833333333334,0.178795229465268,15.583333333333334,11.166666666666666,109.55,20.6,52.1,12.569574349821432,13.683333333333335,37.8,27.0,2.1,4.641666666666667,78.5,39.9,970,0,0,0,1,0,0,0,0
Arratzu,48914,2017,13,0.0,24.0,1.0,3.0,44.0,0.0,0.0,0.0,C002,1.3333333333333333,77.94166666666666,1.1809124812701133,0.3478225457878345,0.184736530859445,14.083333333333334,10.5,105.53333333333336,9.8,39.9,11.958333333333334,14.425,37.2,25.8,2.5,4.775,95.8,39.7,402,0,0,0,1,1,0,0,0
Arratzu,48914,2018,10,0.0,24.0,1.0,3.0,44.0,0.0,0.0,0.0,C002,0.6666666666666666,81.50833333333333,1.1894545647914816,0.3421393903663535,0.1881025611205595,15.666666666666666,12.5,110.06666666666666,10.1,57.6,11.791666666666666,14.449999999999998,35.4,25.8,3.1,4.758333333333334,79.2,46.1,418,0,0,0,1,1,0,0,0
Arrieta,48010,2017,17,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,C057,1.25,85.39999999999999,5.122999999999999,0.6380833333333334,0.1821204107642849,14.416666666666666,11.333333333333334,113.33333333333331,4.3,45.1,12.225,15.199999999999996,38.1,26.9,3.1,7.108333333333333,91.8,44.2,564,0,0,0,1,1,0,0,1
Arrieta,48010,2018,13,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,C057,0.5,73.85,6.436,0.7423333333333332,0.1678599610693571,16.083333333333332,11.666666666666666,121.5,12.4,42.2,11.65,14.866666666666667,37.9,25.6,3.5,7.333333333333332,87.8,53.4,567,0,0,0,1,1,0,0,1
Arrigorriaga,48011,2017,19,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,C037,1.0833333333333333,80.34166666666665,1.0646897255044552,0.3379935480469315,0.1852049881979244,15.0,10.75,121.75833333333333,6.8,93.6,12.183333333333335,13.841666666666663,36.6,25.4,2.2,9.058333333333334,129.2,48.5,12265,0,0,0,1,1,0,0,0
Arrigorriaga,48011,2018,9,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,C037,0.6511368798291625,79.44999999999999,1.1012000584433996,0.3409936975576535,0.1739839746033692,16.166666666666668,12.666666666666666,120.60833333333332,7.2,52.9,11.65,14.395194143793924,37.9,26.3,2.6,9.591666666666663,96.5,58.9,12230,0,0,0,1,1,0,0,0
Artea,48023,2017,17,680.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,C033,1.4166666666666667,79.825,1.114795453398045,0.338103956052167,0.1803443468414604,14.75,11.25,116.94166666666666,4.8,88.2,11.983333333333333,14.324999999999998,37.1,26.3,2.0,7.539592788634075,100.8,43.6,749,0,0,0,0,1,0,0,0
Artea,48023,2018,13,680.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,C033,0.8333333333333334,79.76558312998702,1.0985482716469082,0.3480550872057191,0.1821693288872349,16.833333333333332,12.666666666666666,125.23333333333332,14.9,77.7,11.322511556762676,14.025,36.5,27.2,2.2,7.972379110532128,82.8,50.8,735,0,0,0,0,1,0,0,0
Artzentales,48008,2017,39,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C045,0.6666666666666666,86.85833333333335,1.0343615560309682,0.3551593816709475,0.1791248475424865,15.166666666666666,10.083333333333334,97.675,8.9,56.3,12.458862773140956,11.916666666666664,34.0,22.5,3.1,16.983677939735,146.2,67.0,741,0,0,0,0,0,1,1,0
Artzentales,48008,2018,10,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C045,1.4166666666666667,90.69245547449812,1.0010637113676584,0.337950311497159,0.1937785430395059,16.666666666666668,11.333333333333334,95.16666666666669,4.3,31.3,12.36924902345831,11.25,33.6,23.6,0.6,19.659557288814803,127.4,80.9,734,0,0,0,0,0,1,1,0
Atxondo,48091,2017,31,30.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,C022,4.0,84.28333333333333,1.0560694100052397,0.3376239479715213,0.1799701812814579,15.916666666666666,11.583333333333334,129.25833333333333,6.4,76.0,12.083333333333334,9.933333333333335,31.4,21.2,-0.8,9.491666666666667,103.3,49.6,1370,1,0,0,1,1,1,0,0
Atxondo,48091,2018,11,30.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,C022,4.166666666666667,89.29166666666667,1.0295424561744095,0.3368184362731259,0.1822632019886978,17.833333333333332,13.333333333333334,136.46666666666667,7.4,71.3,10.791666666666666,9.95,31.5,22.0,-0.7,9.308333333333332,96.5,53.2,1377,1,0,0,1,1,1,0,0
Aulesti,48070,2017,19,0.0,45.0,28.0,0.0,1.0,1.0,0.0,0.0,C0BD,2.0,83.11666666666666,1.09,0.2019166666666666,0.1397584990210988,14.583333333333334,11.583333333333334,137.79999999999998,7.7,69.4,12.54551620345284,12.833333333333336,36.8,24.3,0.5,11.279620587544237,82.26881933181963,40.29080464480192,658,0,0,0,1,1,0,0,0
Aulesti,48070,2018,11,0.0,45.0,28.0,0.0,1.0,1.0,0.0,0.0,C0BD,1.0,83.99166666666666,1.055,0.2444166666666667,0.1703361771964277,17.583333333333332,13.666666666666666,151.64999999999995,10.0,54.1,12.53237117824026,13.141666666666666,34.7,25.0,1.9,11.40420067610741,77.50328060715232,40.371897923669216,648,0,0,0,1,1,0,0,0
Bakio,48012,2017,60,30.0,19.0,0.0,107.0,0.0,0.0,0.0,0.0,C019,0.3333333333333333,81.66666666666667,1.1025198639774425,0.3261313787340011,0.1747463245703421,15.083333333333334,12.166666666666666,111.21666666666664,8.9,47.5,11.608333333333334,13.050000000000002,33.5,22.0,4.5,23.29958245162499,163.1,70.6,2640,0,0,0,1,1,1,1,0
Bakio,48012,2018,36,30.0,19.0,0.0,107.0,0.0,0.0,0.0,0.0,C019,0.3333333333333333,84.64999999999999,1.0907531498559533,0.3239015316099434,0.181398970635296,16.833333333333332,13.166666666666666,115.43333333333334,8.4,44.8,11.233333333333333,12.7,31.0,21.7,2.7,24.26356227712281,144.0,90.1,2645,0,0,0,1,1,1,1,0
Balmaseda,48090,2017,11,244.0,15.0,0.0,27.0,0.0,0.0,0.0,0.0,C0C2,3.8333333333333335,80.48333333333333,1.642,0.3054999999999999,0.1769595084161975,12.75,9.0,95.91666666666669,8.6,45.8,12.529795252945783,12.31666666666667,38.6,25.9,-0.9,10.953925251118273,83.43836881816611,40.20310470817483,7739,0,0,0,0,0,0,0,0
Balmaseda,48090,2018,5,244.0,15.0,0.0,27.0,0.0,0.0,0.0,0.0,C0C2,1.9166666666666667,81.3,1.712,0.3627499999999999,0.1756062946117002,14.75,10.25,94.15833333333336,7.9,38.1,12.528161234938656,13.083333333333334,36.8,26.6,1.7,11.147541582391758,77.79397796928528,40.30034995067127,7684,0,0,0,0,0,0,0,0
Barakaldo,48013,2017,113,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,C039,0.1666666666666666,79.14166666666667,1.0769057891417428,0.3250701003559372,0.1719244514335506,14.0,9.5,96.21666666666668,10.3,69.8,12.249999999999998,14.791666666666664,37.9,24.7,5.2,11.108333333333333,104.0,49.5,100313,2,1,1,1,0,0,0,0
Barakaldo,48013,2018,47,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,C039,0.1666666666666666,79.375,1.070424142842217,0.3368752069479147,0.1680448697105606,14.916666666666666,10.75,90.70833333333331,8.6,42.5,11.975,14.983333333333333,39.0,25.6,4.2,11.116666666666667,107.6,57.3,100435,2,1,1,1,0,0,0,0
Barrika,48014,2017,27,0.0,4.0,0.0,21.0,0.0,0.0,0.0,0.0,C042,0.1666666666666666,77.10833333333333,1.087003209228666,0.3289393650101203,0.1669731509739492,13.916666666666666,10.75,88.10833333333333,4.5,39.3,12.8,15.249999999999998,35.7,23.7,5.4,17.900000000000002,145.1,66.8,1525,0,0,0,1,0,0,1,0
Barrika,48014,2018,12,0.0,4.0,0.0,21.0,0.0,0.0,0.0,0.0,C042,0.1666666666666666,79.12500000000001,0.9645836674320926,0.3197531675781782,0.1792173652237046,15.333333333333334,10.416666666666666,83.26666666666668,7.8,41.3,12.42645320905587,15.058333333333335,34.3,23.6,5.2,17.483333333333334,125.3,78.3,1541,0,0,0,1,0,0,1,0
Basauri,48015,2017,65,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C037,1.0833333333333333,80.34166666666665,1.0646897255044552,0.3379935480469315,0.1852049881979244,15.0,10.75,121.75833333333333,6.8,93.6,12.183333333333335,13.841666666666663,36.6,25.4,2.2,9.058333333333334,129.2,48.5,40877,1,0,0,1,1,0,0,0
Basauri,48015,2018,10,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C037,0.6511368798291625,79.44999999999999,1.1012000584433996,0.3409936975576535,0.1739839746033692,16.166666666666668,12.666666666666666,120.60833333333332,7.2,52.9,11.65,14.395194143793924,37.9,26.3,2.6,9.591666666666663,96.5,58.9,40762,1,0,0,1,1,0,0,0
Bedia,48092,2017,14,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C0B3,2.1666666666666665,81.90833333333335,2.857,0.3379166666666666,0.1504881597320864,15.333333333333334,11.166666666666666,115.1083333333333,5.6,67.3,12.542371488360274,13.325,37.1,26.0,0.7,11.183498603811849,80.06526226453089,40.25033594255886,1039,0,0,0,1,1,0,0,0
Bedia,48092,2018,14,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C0B3,0.9166666666666666,82.38333333333334,2.912,0.4553333333333333,0.175978112101801,16.416666666666668,12.75,125.71666666666668,12.5,80.1,12.52912168142096,13.766666666666666,36.9,26.7,2.0,11.225111021245722,76.18932669603424,40.40933155630322,1041,0,0,0,1,1,0,0,0
Berango,48016,2017,56,0.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,C042,0.1666666666666666,77.10833333333333,1.087003209228666,0.3289393650101203,0.1669731509739492,13.916666666666666,10.75,88.10833333333333,4.5,39.3,12.8,15.249999999999998,35.7,23.7,5.4,17.900000000000002,145.1,66.8,7065,1,0,0,1,0,0,1,0
Berango,48016,2018,36,0.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,C042,0.1666666666666666,79.12500000000001,0.9645836674320926,0.3197531675781782,0.1792173652237046,15.333333333333334,10.416666666666666,83.26666666666668,7.8,41.3,12.42645320905587,15.058333333333335,34.3,23.6,5.2,17.483333333333334,125.3,78.3,7130,1,0,0,1,0,0,1,0
Bermeo,48017,2017,64,260.0,74.0,0.0,0.0,2.0,1.0,0.0,0.0,C069,0.0,80.89166666666667,1.0548429183183854,0.3305956221587231,0.1757093438212547,14.583333333333334,11.583333333333334,121.04166666666664,5.8,42.2,12.575,15.05,34.2,24.1,5.7,10.441666666666668,111.2,54.5,16777,1,0,1,0,1,0,0,0
Bermeo,48017,2018,44,260.0,74.0,0.0,0.0,2.0,1.0,0.0,0.0,C069,0.1666666666666666,84.34166666666667,1.034147203083981,0.3304909609392656,0.1756755713703526,16.166666666666668,12.25,130.875,12.1,80.7,12.216666666666663,15.174999999999995,31.1,24.7,5.3,11.391666666666666,106.9,64.8,16688,1,0,1,0,1,0,0,0
Berriatua,48018,2017,19,0.0,37.0,9.0,4.0,1.0,1.0,0.0,0.0,C0BE,1.0,83.06861463690602,1.816,0.2575833333333333,0.1682274178582121,14.083333333333334,11.0,120.36666666666666,7.2,61.6,12.561401275529064,14.016666666666667,38.6,24.0,2.9,11.402651393435548,79.41144542784674,40.29662068123805,1241,0,0,0,1,1,0,0,0
Berriatua,48018,2018,12,0.0,37.0,9.0,4.0,1.0,1.0,0.0,0.0,C0BE,0.25,83.35570913794497,1.484,0.312,0.169201551306659,16.916666666666668,12.833333333333334,121.4833333333333,8.8,40.6,12.538635519877774,14.558333333333332,34.7,25.5,3.3,11.379410977083092,76.00343490559695,40.4173490688316,1247,0,0,0,1,1,0,0,0
Berriz,48019,2017,51,0.0,53.0,1.0,1.0,4.0,0.0,0.0,0.0,C036,1.1666666666666667,84.04166666666667,1.1237521964655302,0.3370945996914572,0.179611647158229,14.0,10.666666666666666,112.7,8.4,62.3,12.608333333333334,14.016666666666666,38.7,26.0,2.5,8.65,101.5,48.5,4695,0,0,0,1,1,0,0,0
Berriz,48019,2018,17,0.0,53.0,1.0,1.0,4.0,0.0,0.0,0.0,C036,0.8333333333333334,79.625,1.0992045083338406,0.344471602759996,0.1809787655121119,16.666666666666668,12.333333333333334,126.65833333333332,12.6,91.7,11.591666666666663,14.449999999999996,37.6,27.3,2.4,8.666666666666666,88.6,54.0,4678,0,0,0,1,1,0,0,0
Bilbao,48020,2017,0,200.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,C0B1,1.1666666666666667,78.78333333333335,4.039,0.3704166666666666,0.1291522101267824,15.083333333333334,10.416666666666666,115.58333333333331,10.0,81.7,12.52694109896109,13.866666666666664,36.7,25.0,2.5,10.929087422382556,80.52570977872278,40.261396189455056,345110,0,0,0,1,1,0,0,1
Bilbao,48020,2018,0,200.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,C0B1,0.4166666666666667,81.475,3.5460000000000003,0.5355,0.1708707941997061,16.5,12.166666666666666,115.99166666666666,7.7,48.4,12.524971676967406,13.933333333333332,36.8,25.2,3.1,11.294892091035823,76.80488236855254,40.41838541416103,345821,0,0,0,1,1,0,0,1
Busturia,48021,2017,61,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C069,0.0,80.89166666666667,1.0548429183183854,0.3305956221587231,0.1757093438212547,14.583333333333334,11.583333333333334,121.04166666666664,5.8,42.2,12.575,15.05,34.2,24.1,5.7,10.441666666666668,111.2,54.5,1676,0,0,0,1,1,0,0,0
Busturia,48021,2018,28,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C069,0.1666666666666666,84.34166666666667,1.034147203083981,0.3304909609392656,0.1756755713703526,16.166666666666668,12.25,130.875,12.1,80.7,12.216666666666663,15.174999999999995,31.1,24.7,5.3,11.391666666666666,106.9,64.8,1637,0,0,0,1,1,0,0,0
Derio,48901,2017,27,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,1.25,77.53333333333332,1.1352986117424844,0.3355783372643445,0.1819119245195934,14.583333333333334,10.833333333333334,123.64166666666668,6.7,75.5,11.933333333333332,14.250000000000002,38.2,26.4,1.9,5.991666666666666,99.7,42.0,6404,1,0,0,1,1,0,0,0
Derio,48901,2018,21,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,0.6666666666666666,77.62500000000001,1.142828222484798,0.3509249764831395,0.1720044821038792,16.0,11.916666666666666,119.44166666666668,10.9,52.2,12.344836030168784,14.575,38.7,26.8,2.8,6.125000000000001,77.0,46.3,6545,1,0,0,1,1,0,0,0
Dima,48026,2017,26,150.0,42.0,0.0,14.0,3.0,2.0,0.0,0.0,C022,4.0,84.28333333333333,1.0560694100052397,0.3376239479715213,0.1799701812814579,15.916666666666666,11.583333333333334,129.25833333333333,6.4,76.0,12.083333333333334,9.933333333333335,31.4,21.2,-0.8,9.491666666666667,103.3,49.6,1460,0,0,0,1,1,1,0,0
Dima,48026,2018,10,150.0,42.0,0.0,14.0,3.0,2.0,0.0,0.0,C022,4.166666666666667,89.29166666666667,1.0295424561744095,0.3368184362731259,0.1822632019886978,17.833333333333332,13.333333333333334,136.46666666666667,7.4,71.3,10.791666666666666,9.95,31.5,22.0,-0.7,9.308333333333332,96.5,53.2,1447,0,0,0,1,1,1,0,0
Durango,48027,2017,76,0.0,12.0,0.0,17.0,0.0,0.0,0.0,0.0,C0B7,2.0,78.05833333333334,1.114,0.2204999999999999,0.1453810753946167,14.666666666666666,10.833333333333334,117.74166666666667,9.6,63.1,12.52904154880209,13.283333333333331,38.4,26.1,0.8,10.868513597081687,82.10233568250241,40.190008039791934,29328,1,0,0,1,1,0,0,0
Durango,48027,2018,18,0.0,12.0,0.0,17.0,0.0,0.0,0.0,0.0,C0B7,1.0,79.49166666666666,1.212,0.2576666666666667,0.1655940562212032,16.416666666666668,12.583333333333334,128.36666666666665,10.9,71.2,12.519171819260627,13.675000000000002,37.0,26.6,2.2,11.036586551502388,76.64277191449939,40.3020920075348,29636,1,0,0,1,1,0,0,0
Ea,48028,2017,31,103.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,C002,1.3333333333333333,77.94166666666666,1.1809124812701133,0.3478225457878345,0.184736530859445,14.083333333333334,10.5,105.53333333333336,9.8,39.9,11.958333333333334,14.425,37.2,25.8,2.5,4.775,95.8,39.7,836,0,0,0,1,1,0,0,0
Ea,48028,2018,14,103.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,C002,0.6666666666666666,81.50833333333333,1.1894545647914816,0.3421393903663535,0.1881025611205595,15.666666666666666,12.5,110.06666666666666,10.1,57.6,11.791666666666666,14.449999999999998,35.4,25.8,3.1,4.758333333333334,79.2,46.1,831,0,0,0,1,1,0,0,0
Elantxobe,48031,2017,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,C002,1.3333333333333333,77.94166666666666,1.1809124812701133,0.3478225457878345,0.184736530859445,14.083333333333334,10.5,105.53333333333336,9.8,39.9,11.958333333333334,14.425,37.2,25.8,2.5,4.775,95.8,39.7,363,0,0,0,1,1,0,0,0
Elantxobe,48031,2018,9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,C002,0.6666666666666666,81.50833333333333,1.1894545647914816,0.3421393903663535,0.1881025611205595,15.666666666666666,12.5,110.06666666666666,10.1,57.6,11.791666666666666,14.449999999999998,35.4,25.8,3.1,4.758333333333334,79.2,46.1,346,0,0,0,1,1,0,0,0
Elorrio,48032,2017,63,81.0,61.0,0.0,14.0,0.0,0.0,0.0,0.0,C0D3,2.1666666666666665,84.64166666666668,0.461,0.0984166666666666,0.1387793812041624,15.5,11.916666666666666,117.425,10.0,55.1,12.539765751042088,12.208333333333336,36.0,24.6,0.6,11.421264400259783,81.58905330029587,40.30470114387642,7307,0,0,0,1,1,1,0,0
Elorrio,48032,2018,29,81.0,61.0,0.0,14.0,0.0,0.0,0.0,0.0,C0D3,1.5833333333333333,83.80833333333332,0.547,0.1211666666666666,0.1616828277338727,18.0,13.666666666666666,136.79166666666666,11.1,48.6,12.528213873517968,12.091666666666669,33.9,24.5,1.1,11.328288390038503,77.55674227659772,40.33373385118245,7336,0,0,0,1,1,1,0,0
Erandio,48902,2017,110,0.0,17.0,0.0,16.0,2.0,0.0,2.0,0.0,C038,0.4166666666666667,72.48333333333333,0.9871535011802116,0.3286938246583077,0.1624019930924966,14.75,10.833333333333334,102.39166666666668,5.9,57.0,12.509580141788089,15.2,37.0,25.7,4.4,7.208333333333333,95.0,43.6,24056,2,1,1,1,0,0,0,0
Erandio,48902,2018,49,0.0,17.0,0.0,16.0,2.0,0.0,2.0,0.0,C038,0.1666666666666666,75.69887882473252,0.9821476734175192,0.3469643330030776,0.1617120531287749,15.75,11.583333333333334,102.00833333333333,6.7,44.6,12.5183095165857,15.541666666666664,36.7,26.3,4.8,7.300000000000001,86.0,53.7,24222,2,1,1,1,0,0,0,0
Ereño,48033,2017,13,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,C002,1.3333333333333333,77.94166666666666,1.1809124812701133,0.3478225457878345,0.184736530859445,14.083333333333334,10.5,105.53333333333336,9.8,39.9,11.958333333333334,14.425,37.2,25.8,2.5,4.775,95.8,39.7,248,0,0,0,1,1,0,0,0
