, estacion,code_merge,codigo,freez,hum,lev_max,lev_mid,lev_min,merge_cod,month,rain,rain_1mm,rain_cum,rain_max_10,rain_max_day,sun,temp_avg,temp_max_abs,temp_max_avg,temp_min_abs,wind_avg,wind_max,wind_max_avg,year
1002,Eskas,C0F1_Eskas_2017_MAR,C0F1,0.42966420723507825,72.94047264305627,0.9068999432197964,0.3496602562758889,0.19404413521385996,C0F1_Eskas_2017_MAR,MAR,15.21872893109652,11.264478863586428,111.32026646450886,3.3196502880884458,28.638599830305708,12.509358950857175,13.10870986625526,26.475203713141983,18.132169931361105,8.54702722056806,10.369483401309854,73.75349918719623,40.10643837354183,2017
1371,Galdakao,C009_Galdakao_2017_ABR,C009,1.4276623683611995,74.44310665835724,0.8532083818887853,0.3523635264626366,0.1930611163707378,C009_Galdakao_2017_ABR,ABR,15.077712169966254,11.091151538462048,111.00968372900309,3.2863452549729386,29.828186386866104,12.517526556963281,13.150234255731183,26.722881211923816,18.12587004339048,8.425485687970497,10.452464807596126,74.47891781683315,40.13599758857343,2017
1411,Eskas,C0F1_Eskas_2017_ABR,C0F1,1.4276623683611995,74.44310665835724,0.8532083818887853,0.3523635264626366,0.1930611163707378,C0F1_Eskas_2017_ABR,ABR,15.077712169966254,11.091151538462048,111.00968372900309,3.2863452549729386,29.828186386866104,12.517526556963281,13.150234255731183,26.722881211923816,18.12587004339048,8.425485687970497,10.452464807596126,74.47891781683315,40.13599758857343,2017
1780,Galdakao,C009_Galdakao_2017_MAY,C009,1.491676804137202,79.98145067434223,0.8689006264245187,0.37058776250634506,0.19211555918146642,C009_Galdakao_2017_MAY,MAY,15.193736267181892,11.098932274697715,107.60810875266901,3.170888152984784,27.37381600322785,12.551258650194633,13.04094560721605,26.19495000208433,18.214743963885997,8.39614702359015,11.049294539641778,74.69131497126,40.16086763242503,2017
1820,Eskas,C0F1_Eskas_2017_MAY,C0F1,1.491676804137202,79.98145067434223,0.8689006264245187,0.37058776250634506,0.19211555918146642,C0F1_Eskas_2017_MAY,MAY,15.193736267181892,11.098932274697715,107.60810875266901,3.170888152984784,27.37381600322785,12.551258650194633,13.04094560721605,26.19495000208433,18.214743963885997,8.39614702359015,11.049294539641778,74.69131497126,40.16086763242503,2017
2189,Galdakao,C009_Galdakao_2017_JUN,C009,1.3719128586700444,83.29845608614863,0.9009243621147142,0.35395843402118865,0.19295091983518123,C009_Galdakao_2017_JUN,JUN,15.409850624577752,11.266061658096199,110.29768984141992,3.3526669396629694,27.66062418932584,12.570019621089251,12.87452575007992,25.78166255259524,18.14813726097491,8.544094955019462,11.39805330757091,74.25973732074391,40.166453216085785,2017
2229,Eskas,C0F1_Eskas_2017_JUN,C0F1,1.3719128586700444,83.29845608614863,0.9009243621147142,0.35395843402118865,0.19295091983518123,C0F1_Eskas_2017_JUN,JUN,15.409850624577752,11.266061658096199,110.29768984141992,3.3526669396629694,27.66062418932584,12.570019621089251,12.87452575007992,25.78166255259524,18.14813726097491,8.544094955019462,11.39805330757091,74.25973732074391,40.166453216085785,2017
2638,Eskas,C0F1_Eskas_2017_JUL,C0F1,1.3112993721989172,84.11019876930966,0.9191550184587614,0.35550822343171656,0.19605318854680953,C0F1_Eskas_2017_JUL,JUL,16.233886769823265,11.97953787002017,111.29934702436601,3.4289565208195545,27.700496830564397,12.545910203882285,12.868744542436582,25.842164729354124,18.224141141235187,8.528843434433679,11.532112903710308,74.34274995085865,40.16199492026292,2017
3047,Eskas,C0F1_Eskas_2017_AGO,C0F1,1.2820850477078483,84.3991362519423,0.9003064063187352,0.3462857628506121,0.19360918011188918,C0F1_Eskas_2017_AGO,AGO,15.370875299395394,11.308083570074627,110.7321849437607,3.3813487919574707,27.868934623980582,12.555154743791324,12.81499255189504,25.80675063553528,18.21712651235134,8.481970879299757,11.519999880970934,74.32519951079769,40.16327809705376,2017
3456,Eskas,C0F1_Eskas_2017_SET,C0F1,1.1136782762977553,85.17064089227786,0.8877269184835467,0.34037235515473685,0.19039955801706926,C0F1_Eskas_2017_SET,SET,14.720880226039423,10.863708069931217,110.37258176846784,3.400172027415315,27.950667941993895,12.570963359469598,12.764299394003173,25.696492966428245,18.21199065310302,8.456998906809691,11.568327963902341,74.30212461734462,40.16137945179161,2017
2598,Galdakao,C009_Galdakao_2017_JUL,C009,0.0,84.77201967664134,0.9163464545448368,0.3599401635558754,0.1881715372268753,C009_Galdakao_2017_JUL,JUL,16.087012054280827,12.093573121961692,114.54655694150034,3.465484697668506,26.51805673015347,12.574698827729069,12.892193883334775,25.712263697707545,18.23042116156916,8.789825066250147,11.808564939585606,74.0167459380306,40.18649368961159,2017
4908,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_ENE,C0C4,0.9486965076651152,78.00210553891937,0.68,0.39,0.21303217456147047,C0C4_Sodupe-Cadagua_2016_ENE,ENE,15.81571771896769,11.57979830942257,107.66785891992177,3.1648348951630836,25.971838223131904,12.523187410751234,13.058210894301263,26.286542741389287,18.12567895968298,8.551259882292971,10.850284207812336,74.898141424968,40.13447885888255,2016
4909,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_ENE,C0C4,0.9486965076651152,78.00210553891937,1.669,0.495,0.22908692982491868,C0C4_Sodupe-Cadagua_2017_ENE,ENE,15.81571771896769,11.57979830942257,107.66785891992177,3.1648348951630836,25.971838223131904,12.523187410751234,13.058210894301263,26.286542741389287,18.12567895968298,8.551259882292971,10.850284207812336,74.898141424968,40.13447885888255,2017
4910,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_ENE,C0C4,0.9486965076651152,78.00210553891937,1.635,0.647,0.24632485390684739,C0C4_Sodupe-Cadagua_2018_ENE,ENE,15.81571771896769,11.57979830942257,107.66785891992177,3.1648348951630836,25.971838223131904,12.523187410751234,13.058210894301263,26.286542741389287,18.12567895968298,8.551259882292971,10.850284207812336,74.898141424968,40.13447885888255,2018
4912,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_FEB,C0C4,0.5387549976477477,74.99058834124355,1.905,0.584,0.2675222947199877,C0C4_Sodupe-Cadagua_2016_FEB,FEB,14.21211617500864,10.867724858571469,112.38075037348975,3.226162714467016,29.346236831932767,12.519769151525198,13.126586715483715,26.480840210416968,18.119509661151078,8.56816359688733,10.572753419163723,74.20439332503945,40.10789518771942,2016
4913,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_FEB,C0C4,0.5387549976477477,74.99058834124355,0.8140000000000001,0.413,0.22559623692986963,C0C4_Sodupe-Cadagua_2017_FEB,FEB,14.21211617500864,10.867724858571469,112.38075037348975,3.226162714467016,29.346236831932767,12.519769151525198,13.126586715483715,26.480840210416968,18.119509661151078,8.56816359688733,10.572753419163723,74.20439332503945,40.10789518771942,2017
4914,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_FEB,C0C4,0.5387549976477477,74.99058834124355,1.508,0.833,0.24912594476146221,C0C4_Sodupe-Cadagua_2018_FEB,FEB,14.21211617500864,10.867724858571469,112.38075037348975,3.226162714467016,29.346236831932767,12.519769151525198,13.126586715483715,26.480840210416968,18.119509661151078,8.56816359688733,10.572753419163723,74.20439332503945,40.10789518771942,2018
4916,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_MAR,C0C4,0.42966420723507825,72.94047264305627,1.925,0.7290000000000001,0.282882458605052,C0C4_Sodupe-Cadagua_2016_MAR,MAR,15.21872893109652,11.264478863586428,111.32026646450886,3.3196502880884458,28.638599830305708,12.509358950857175,13.10870986625526,26.475203713141983,18.132169931361105,8.54702722056806,10.369483401309854,73.75349918719623,40.10643837354183,2016
4917,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_MAR,C0C4,0.42966420723507825,72.94047264305627,0.523,0.37200000000000005,0.2390713454506293,C0C4_Sodupe-Cadagua_2017_MAR,MAR,15.21872893109652,11.264478863586428,111.32026646450886,3.3196502880884458,28.638599830305708,12.509358950857175,13.10870986625526,26.475203713141983,18.132169931361105,8.54702722056806,10.369483401309854,73.75349918719623,40.10643837354183,2017
4918,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_MAR,C0C4,0.42966420723507825,72.94047264305627,1.32,0.596,0.25632808390853146,C0C4_Sodupe-Cadagua_2018_MAR,MAR,15.21872893109652,11.264478863586428,111.32026646450886,3.3196502880884458,28.638599830305708,12.509358950857175,13.10870986625526,26.475203713141983,18.132169931361105,8.54702722056806,10.369483401309854,73.75349918719623,40.10643837354183,2018
4920,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_ABR,C0C4,1.4276623683611995,74.44310665835724,0.971,0.52,0.24610071634754188,C0C4_Sodupe-Cadagua_2016_ABR,ABR,15.077712169966254,11.091151538462048,111.00968372900309,3.2863452549729386,29.828186386866104,12.517526556963281,13.150234255731183,26.722881211923816,18.12587004339048,8.425485687970497,10.452464807596126,74.47891781683315,40.13599758857343,2016
4921,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_ABR,C0C4,1.4276623683611995,74.44310665835724,0.47600000000000003,0.349,0.22140022359206094,C0C4_Sodupe-Cadagua_2017_ABR,ABR,15.077712169966254,11.091151538462048,111.00968372900309,3.2863452549729386,29.828186386866104,12.517526556963281,13.150234255731183,26.722881211923816,18.12587004339048,8.425485687970497,10.452464807596126,74.47891781683315,40.13599758857343,2017
4922,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_ABR,C0C4,1.4276623683611995,74.44310665835724,1.176,0.501,0.23588783476277067,C0C4_Sodupe-Cadagua_2018_ABR,ABR,15.077712169966254,11.091151538462048,111.00968372900309,3.2863452549729386,29.828186386866104,12.517526556963281,13.150234255731183,26.722881211923816,18.12587004339048,8.425485687970497,10.452464807596126,74.47891781683315,40.13599758857343,2018
4924,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_MAY,C0C4,1.491676804137202,79.98145067434223,0.426,0.354,0.21541523940115906,C0C4_Sodupe-Cadagua_2016_MAY,MAY,15.193736267181892,11.098932274697715,107.60810875266901,3.170888152984784,27.37381600322785,12.551258650194633,13.04094560721605,26.19495000208433,18.214743963885997,8.39614702359015,11.049294539641778,74.69131497126,40.16086763242503,2016
4925,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_MAY,C0C4,1.491676804137202,79.98145067434223,0.456,0.342,0.2079585769309466,C0C4_Sodupe-Cadagua_2017_MAY,MAY,15.193736267181892,11.098932274697715,107.60810875266901,3.170888152984784,27.37381600322785,12.551258650194633,13.04094560721605,26.19495000208433,18.214743963885997,8.39614702359015,11.049294539641778,74.69131497126,40.16086763242503,2017
4926,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_MAY,C0C4,1.491676804137202,79.98145067434223,0.615,0.43,0.21737908058603508,C0C4_Sodupe-Cadagua_2018_MAY,MAY,15.193736267181892,11.098932274697715,107.60810875266901,3.170888152984784,27.37381600322785,12.551258650194633,13.04094560721605,26.19495000208433,18.214743963885997,8.39614702359015,11.049294539641778,74.69131497126,40.16086763242503,2018
4928,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_JUN,C0C4,1.3719128586700444,83.29845608614863,0.35700000000000004,0.308,0.19506443432553885,C0C4_Sodupe-Cadagua_2016_JUN,JUN,15.409850624577752,11.266061658096199,110.29768984141992,3.3526669396629694,27.66062418932584,12.570019621089251,12.87452575007992,25.78166255259524,18.14813726097491,8.544094955019462,11.39805330757091,74.25973732074391,40.166453216085785,2016
4929,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_JUN,C0C4,1.3719128586700444,83.29845608614863,0.409,0.327,0.19486091195031388,C0C4_Sodupe-Cadagua_2017_JUN,JUN,15.409850624577752,11.266061658096199,110.29768984141992,3.3526669396629694,27.66062418932584,12.570019621089251,12.87452575007992,25.78166255259524,18.14813726097491,8.544094955019462,11.39805330757091,74.25973732074391,40.166453216085785,2017
4930,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_JUN,C0C4,1.3719128586700444,83.29845608614863,0.659,0.384,0.1979622432975291,C0C4_Sodupe-Cadagua_2018_JUN,JUN,15.409850624577752,11.266061658096199,110.29768984141992,3.3526669396629694,27.66062418932584,12.570019621089251,12.87452575007992,25.78166255259524,18.14813726097491,8.544094955019462,11.39805330757091,74.25973732074391,40.166453216085785,2018
4932,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_JUL,C0C4,1.3112993721989172,84.11019876930966,0.34299999999999997,0.284,0.1925994647078779,C0C4_Sodupe-Cadagua_2016_JUL,JUL,16.233886769823265,11.97953787002017,111.29934702436601,3.4289565208195545,27.700496830564397,12.545910203882285,12.868744542436582,25.842164729354124,18.224141141235187,8.528843434433679,11.532112903710308,74.34274995085865,40.16199492026292,2016
4933,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_JUL,C0C4,1.3112993721989172,84.11019876930966,0.348,0.29,0.19366211169505987,C0C4_Sodupe-Cadagua_2017_JUL,JUL,16.233886769823265,11.97953787002017,111.29934702436601,3.4289565208195545,27.700496830564397,12.545910203882285,12.868744542436582,25.842164729354124,18.224141141235187,8.528843434433679,11.532112903710308,74.34274995085865,40.16199492026292,2017
4934,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_JUL,C0C4,1.3112993721989172,84.11019876930966,0.384,0.31,0.19440292774901455,C0C4_Sodupe-Cadagua_2018_JUL,JUL,16.233886769823265,11.97953787002017,111.29934702436601,3.4289565208195545,27.700496830564397,12.545910203882285,12.868744542436582,25.842164729354124,18.224141141235187,8.528843434433679,11.532112903710308,74.34274995085865,40.16199492026292,2018
4936,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_AGO,C0C4,1.2820850477078483,84.3991362519423,0.311,0.26899999999999996,0.18898298111144954,C0C4_Sodupe-Cadagua_2016_AGO,AGO,15.370875299395394,11.308083570074627,110.7321849437607,3.3813487919574707,27.868934623980582,12.555154743791324,12.81499255189504,25.80675063553528,18.21712651235134,8.481970879299757,11.519999880970934,74.32519951079769,40.16327809705376,2016
4937,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_AGO,C0C4,1.2820850477078483,84.3991362519423,0.361,0.268,0.18431554180392862,C0C4_Sodupe-Cadagua_2017_AGO,AGO,15.370875299395394,11.308083570074627,110.7321849437607,3.3813487919574707,27.868934623980582,12.555154743791324,12.81499255189504,25.80675063553528,18.21712651235134,8.481970879299757,11.519999880970934,74.32519951079769,40.16327809705376,2017
4938,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_AGO,C0C4,1.2820850477078483,84.3991362519423,0.32299999999999995,0.28300000000000003,0.19019927324510544,C0C4_Sodupe-Cadagua_2018_AGO,AGO,15.370875299395394,11.308083570074627,110.7321849437607,3.3813487919574707,27.868934623980582,12.555154743791324,12.81499255189504,25.80675063553528,18.21712651235134,8.481970879299757,11.519999880970934,74.32519951079769,40.16327809705376,2018
4940,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_SET,C0C4,1.1136782762977553,85.17064089227786,0.513,0.275,0.17887281516122303,C0C4_Sodupe-Cadagua_2016_SET,SET,14.720880226039423,10.863708069931217,110.37258176846784,3.400172027415315,27.950667941993895,12.570963359469598,12.764299394003173,25.696492966428245,18.21199065310302,8.456998906809691,11.568327963902341,74.30212461734462,40.16137945179161,2016
4941,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_SET,C0C4,1.1136782762977553,85.17064089227786,0.341,0.27,0.1842255125798602,C0C4_Sodupe-Cadagua_2017_SET,SET,14.720880226039423,10.863708069931217,110.37258176846784,3.400172027415315,27.950667941993895,12.570963359469598,12.764299394003173,25.696492966428245,18.21199065310302,8.456998906809691,11.568327963902341,74.30212461734462,40.16137945179161,2017
4942,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_SET,C0C4,1.1136782762977553,85.17064089227786,0.33799999999999997,0.284,0.186949288574096,C0C4_Sodupe-Cadagua_2018_SET,SET,14.720880226039423,10.863708069931217,110.37258176846784,3.400172027415315,27.950667941993895,12.570963359469598,12.764299394003173,25.696492966428245,18.21199065310302,8.456998906809691,11.568327963902341,74.30212461734462,40.16137945179161,2018
4944,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_OCT,C0C4,1.201262439324562,83.79944008105583,0.304,0.262,0.18907754558905013,C0C4_Sodupe-Cadagua_2016_OCT,OCT,15.20247939037818,11.159804532642761,110.19677573271888,3.361100232906879,27.53172003995721,12.575800607146137,12.8236100754676,25.755850178669338,18.130089983110807,8.528855871381333,11.47553708207981,74.21810799980975,40.16824646362904,2016
4945,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_OCT,C0C4,1.201262439324562,83.79944008105583,0.307,0.252,0.18614866382536205,C0C4_Sodupe-Cadagua_2017_OCT,OCT,15.20247939037818,11.159804532642761,110.19677573271888,3.361100232906879,27.53172003995721,12.575800607146137,12.8236100754676,25.755850178669338,18.130089983110807,8.528855871381333,11.47553708207981,74.21810799980975,40.16824646362904,2017
4946,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_OCT,C0C4,1.201262439324562,83.79944008105583,0.655,0.302,0.17972088583034965,C0C4_Sodupe-Cadagua_2018_OCT,OCT,15.20247939037818,11.159804532642761,110.19677573271888,3.361100232906879,27.53172003995721,12.575800607146137,12.8236100754676,25.755850178669338,18.130089983110807,8.528855871381333,11.47553708207981,74.21810799980975,40.16824646362904,2018
4948,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_NOV,C0C4,0.522755027600118,79.31114352990626,0.904,0.35100000000000003,0.18963525443109094,C0C4_Sodupe-Cadagua_2016_NOV,NOV,15.216203265345364,11.327753168001982,111.4429966927759,3.1341626731413217,27.101130562990136,12.545194072258454,13.031256395960211,26.09797523241177,18.107289464462433,8.69162297946298,11.103642313680824,74.57309731444603,40.1541950081958,2016
4949,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_NOV,C0C4,0.522755027600118,79.31114352990626,0.579,0.32899999999999996,0.19807384494793157,C0C4_Sodupe-Cadagua_2017_NOV,NOV,15.216203265345364,11.327753168001982,111.4429966927759,3.1341626731413217,27.101130562990136,12.545194072258454,13.031256395960211,26.09797523241177,18.107289464462433,8.69162297946298,11.103642313680824,74.57309731444603,40.1541950081958,2017
4950,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_NOV,C0C4,0.522755027600118,79.31114352990626,0.648,0.36200000000000004,0.20420050223472175,C0C4_Sodupe-Cadagua_2018_NOV,NOV,15.216203265345364,11.327753168001982,111.4429966927759,3.1341626731413217,27.101130562990136,12.545194072258454,13.031256395960211,26.09797523241177,18.107289464462433,8.69162297946298,11.103642313680824,74.57309731444603,40.1541950081958,2018
4952,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2016_DIC,C0C4,0.4514050178185067,79.77536981648319,0.41,0.326,0.21121597106697884,C0C4_Sodupe-Cadagua_2016_DIC,DIC,14.511796771101135,10.852961455609671,112.69591383621025,3.166846862425943,28.173990956743133,12.553214036189749,12.975705012854505,26.02876252270059,18.04456898672675,8.68746723999985,11.148108934029718,74.03317971536632,40.183609933415084,2016
4953,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2017_DIC,C0C4,0.4514050178185067,79.77536981648319,1.115,0.61,0.23188327484512922,C0C4_Sodupe-Cadagua_2017_DIC,DIC,14.511796771101135,10.852961455609671,112.69591383621025,3.166846862425943,28.173990956743133,12.553214036189749,12.975705012854505,26.02876252270059,18.04456898672675,8.68746723999985,11.148108934029718,74.03317971536632,40.183609933415084,2017
4954,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2018_DIC,C0C4,0.4514050178185067,79.77536981648319,0.406,0.32299999999999995,0.21053275354041995,C0C4_Sodupe-Cadagua_2018_DIC,DIC,14.511796771101135,10.852961455609671,112.69591383621025,3.166846862425943,28.173990956743133,12.553214036189749,12.975705012854505,26.02876252270059,18.04456898672675,8.68746723999985,11.148108934029718,74.03317971536632,40.183609933415084,2018
4911,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2019_ENE,C0C4,0.9486965076651152,78.00210553891937,1.8630000000000002,0.552,0.256,C0C4_Sodupe-Cadagua_2019_ENE,ENE,15.81571771896769,11.57979830942257,107.66785891992177,3.1648348951630836,25.971838223131904,12.523187410751234,13.058210894301263,26.286542741389287,18.12567895968298,8.551259882292971,10.850284207812336,74.898141424968,40.13447885888255,2019
4915,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2019_FEB,C0C4,0.5387549976477477,74.99058834124355,1.76,0.511,0.313,C0C4_Sodupe-Cadagua_2019_FEB,FEB,14.21211617500864,10.867724858571469,112.38075037348975,3.226162714467016,29.346236831932767,12.519769151525198,13.126586715483715,26.480840210416968,18.119509661151078,8.56816359688733,10.572753419163723,74.20439332503945,40.10789518771942,2019
4919,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2019_MAR,C0C4,0.42966420723507825,72.94047264305627,0.418,0.34700000000000003,0.303,C0C4_Sodupe-Cadagua_2019_MAR,MAR,15.21872893109652,11.264478863586428,111.32026646450886,3.3196502880884458,28.638599830305708,12.509358950857175,13.10870986625526,26.475203713141983,18.132169931361105,8.54702722056806,10.369483401309854,73.75349918719623,40.10643837354183,2019
4923,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2019_ABR,C0C4,1.4276623683611995,74.44310665835724,0.442,0.342,0.251,C0C4_Sodupe-Cadagua_2019_ABR,ABR,15.077712169966254,11.091151538462048,111.00968372900309,3.2863452549729386,29.828186386866104,12.517526556963281,13.150234255731183,26.722881211923816,18.12587004339048,8.425485687970497,10.452464807596126,74.47891781683315,40.13599758857343,2019
4927,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2019_MAY,C0C4,1.491676804137202,79.98145067434223,0.35700000000000004,0.281,0.16699999999999998,C0C4_Sodupe-Cadagua_2019_MAY,MAY,15.193736267181892,11.098932274697715,107.60810875266901,3.170888152984784,27.37381600322785,12.551258650194633,13.04094560721605,26.19495000208433,18.214743963885997,8.39614702359015,11.049294539641778,74.69131497126,40.16086763242503,2019
4931,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2019_JUN,C0C4,1.3719128586700444,83.29845608614863,0.315,0.261,0.153,C0C4_Sodupe-Cadagua_2019_JUN,JUN,15.409850624577752,11.266061658096199,110.29768984141992,3.3526669396629694,27.66062418932584,12.570019621089251,12.87452575007992,25.78166255259524,18.14813726097491,8.544094955019462,11.39805330757091,74.25973732074391,40.166453216085785,2019
4935,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2019_JUL,C0C4,1.3112993721989172,84.11019876930966,0.292,0.195,0.0,C0C4_Sodupe-Cadagua_2019_JUL,JUL,16.233886769823265,11.97953787002017,111.29934702436601,3.4289565208195545,27.700496830564397,12.545910203882285,12.868744542436582,25.842164729354124,18.224141141235187,8.528843434433679,11.532112903710308,74.34274995085865,40.16199492026292,2019
4939,Sodupe-Cadagua,C0C4_Sodupe-Cadagua_2019_AGO,C0C4,1.2820850477078483,84.3991362519423,0.292,0.146,0.0,C0C4_Sodupe-Cadagua_2019_AGO,AGO,15.370875299395394,11.308083570074627,110.7321849437607,3.3813487919574707,27.868934623980582,12.555154743791324,12.81499255189504,25.80675063553528,18.21712651235134,8.481970879299757,11.519999880970934,74.32519951079769,40.16327809705376,2019
