municip_name,municip_code,month,year_offset,NESTS,colonies_amount,food_fruit,food_apple,food_txakoli,food_kiwi,food_pear,food_blueberry,food_raspberry,station_code,station_name,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind,year,population,cluster_size,cluster_cosmo,cluster_survive,cluster_food,cluster_weather_wet,cluster_weather_temp,cluster_weather_wind,cluster_weather_level
Abanto y Ciérvana-Abanto Zierbena,48002,3,2017,2,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,73.9,0.939982775,0.333193403,0.192443621,13.0,8.0,107.1,1.8,31.2,10.8,11.3,24.6,15.4,7.3,13.7,74.9,49.4,2017,9543,0,1,0,0,0,0,1,0
Abanto y Ciérvana-Abanto Zierbena,48002,4,2017,1,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,76.0,0.89747414,0.339268286,0.190566314,8.0,8.0,86.3,1.7,31.9,17.1,11.3,26.7,15.8,6.5,9.7,86.4,38.9,2017,9543,0,1,0,0,0,0,1,0
Abanto y Ciérvana-Abanto Zierbena,48002,5,2017,2,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,75.7,0.862839479,0.345394262,0.190477669,14.0,10.0,84.2,6.6,28.8,14.8,16.1,32.3,21.3,11.3,10.3,86.4,42.8,2017,9543,0,1,0,0,0,0,1,0
Abanto y Ciérvana-Abanto Zierbena,48002,6,2017,4,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,88.5,0.909328268,0.375438683,0.1911021769999999,19.0,14.0,78.7,6.6,11.7,15.3,17.9,33.8,22.1,14.4,8.4,101.2,36.6,2017,9543,0,1,0,0,0,0,1,0
Abanto y Ciérvana-Abanto Zierbena,48002,7,2017,12,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,92.0,0.92341464,0.375854671,0.194540431,17.0,9.0,48.7,1.8,18.2,15.5,18.3,33.8,22.8,14.6,6.9,66.2,28.6,2017,9543,0,1,0,0,0,0,1,0
Abanto y Ciérvana-Abanto Zierbena,48002,8,2017,12,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,90.6,0.910534674,0.370550292,0.191527549,17.0,11.0,73.2,2.8,22.4,15.3,18.7,34.1,23.6,14.7,7.7,74.2,32.4,2017,9543,0,1,0,0,0,0,1,0
Abanto y Ciérvana-Abanto Zierbena,48002,9,2017,19,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,92.0,0.908061905,0.36360461,0.198763035,18.0,14.0,109.6,3.4,25.3,12.8,16.2,28.8,20.7,12.5,8.5,67.7,33.1,2017,9543,0,1,0,0,0,0,1,0
Abanto y Ciérvana-Abanto Zierbena,48002,10,2017,21,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,84.6,0.770846308,0.3135222119999999,0.1969076619999999,11.0,7.0,30.7,1.6,11.1,9.8,16.0,28.1,20.7,11.7,10.2,79.2,39.2,2017,9543,0,1,0,0,0,0,1,0
Abanto y Ciérvana-Abanto Zierbena,48002,11,2017,12,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,82.6,0.986467919,0.329344978,0.181948444,16.0,15.0,233.5,4.6,43.8,5.7,10.6,21.4,14.3,7.4,13.9,99.0,43.9,2017,9543,0,1,0,0,0,0,1,0
Abanto y Ciérvana-Abanto Zierbena,48002,12,2017,4,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,1.0,89.0,1.101334325,0.3113801989999999,0.199934941,23.0,20.0,254.6,3.0,32.9,3.8,8.3,18.8,11.4,5.1,18.0,142.9,59.4,2017,9543,0,1,0,0,0,0,1,0
Ajangiz,48911,2,2017,1,0.0,17.0,1.0,3.0,15.0,0.0,0.0,0.0,C063,Muxika,0.0,76.3,0.938,0.263,0.174245381,13.0,9.0,99.5,2.0,18.6,12.54595107,11.1,22.1,17.5,5.6,10.57001367,74.9157697,40.12356556,2017,474,1,0,1,0,0,0,0,0
Ajangiz,48911,3,2017,1,0.0,17.0,1.0,3.0,15.0,0.0,0.0,0.0,C063,Muxika,0.0,76.4,0.848,0.263,0.17142875,13.0,11.0,121.8,2.0,27.8,12.54321587,12.2,27.4,18.0,6.5,10.70782908,74.75408256,40.13433967,2017,474,1,0,1,0,0,0,0,0
Ajangiz,48911,4,2017,1,0.0,17.0,1.0,3.0,15.0,0.0,0.0,0.0,C063,Muxika,0.0,74.9,0.44,0.206,0.179594466,8.0,8.0,73.2,2.4,19.3,12.55443061,12.5,29.3,18.9,5.8,10.82052318,74.98699467,40.08374643,2017,474,1,0,1,0,0,0,0,0
Ajangiz,48911,5,2017,1,0.0,17.0,1.0,3.0,15.0,0.0,0.0,0.0,C063,Muxika,0.0,74.4,0.53,0.1689999999999999,0.141325807,15.0,8.0,77.9,9.7,28.5,12.51153235,17.0,34.5,23.5,10.9,10.75974892,74.20998505,40.14126731,2017,474,1,0,1,0,0,0,0,0
Ajangiz,48911,7,2017,3,0.0,17.0,1.0,3.0,15.0,0.0,0.0,0.0,C063,Muxika,0.0,81.1,0.372,0.135,0.1655133369999999,13.0,7.0,51.3,2.7,16.3,12.52351544,19.9,35.6,25.4,15.0,11.42999111,75.00546465,40.28659422,2017,474,1,0,1,0,0,0,0,0
Ajangiz,48911,8,2017,4,0.0,17.0,1.0,3.0,15.0,0.0,0.0,0.0,C063,Muxika,0.0,82.6,0.256,0.119,0.162130179,15.0,10.0,61.2,8.0,23.2,12.51778616,19.6,37.6,25.6,14.5,11.58467403,75.47457051,40.28750221,2017,474,1,0,1,0,0,0,0,0
Ajangiz,48911,9,2017,4,0.0,17.0,1.0,3.0,15.0,0.0,0.0,0.0,C063,Muxika,0.0,85.4,0.406,0.157,0.172957913,19.0,14.0,120.4,5.7,24.0,12.55490234,16.6,30.4,22.6,11.5,11.66631004,76.25804386,40.21648829,2017,474,1,0,1,0,0,0,0,0
Ajangiz,48911,10,2017,2,0.0,17.0,1.0,3.0,15.0,0.0,0.0,0.0,C063,Muxika,0.0,86.1,0.155,0.121,0.1926468469999999,11.0,7.0,24.0,1.2,6.8,12.57192901,15.3,30.1,22.1,9.9,11.8565316,74.84323648,40.21378606,2017,474,1,0,1,0,0,0,0,0
Ajangiz,48911,12,2017,2,0.0,17.0,1.0,3.0,15.0,0.0,0.0,0.0,C063,Muxika,4.0,87.1,1.484,0.47,0.1984199019999999,24.0,23.0,314.2,2.3,45.7,12.52290515,8.1,20.0,12.7,4.1,10.66664863,74.02740973,39.99744849,2017,474,1,0,1,0,0,0,0,0
Alonsotegi,48912,2,2017,1,200.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,C0C4,Sodupe-Cadagua,0.5387549979999999,74.99058834,0.8140000000000001,0.413,0.225596237,14.21211618,10.86772486,112.3807504,3.2261627139999995,29.34623683,12.51976915,13.12658672,26.48084021,18.11950966,8.568163597,10.57275342,74.20439333,40.10789519,2017,2900,1,0,1,0,1,0,0,0
Alonsotegi,48912,4,2017,1,200.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,C0C4,Sodupe-Cadagua,1.427662368,74.44310666,0.476,0.349,0.2214002239999999,15.07771217,11.09115154,111.0096837,3.286345255,29.82818639,12.51752656,13.15023426,26.72288121,18.12587004,8.425485688,10.45246481,74.47891782,40.13599759,2017,2900,1,0,1,0,1,0,0,0
Alonsotegi,48912,6,2017,2,200.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,C0C4,Sodupe-Cadagua,1.371912859,83.29845609,0.409,0.327,0.194860912,15.40985062,11.26606166,110.2976898,3.35266694,27.66062419,12.57001962,12.87452575,25.78166255,18.14813726,8.544094955,11.39805331,74.25973732,40.16645322,2017,2900,1,0,1,0,1,0,0,0
Alonsotegi,48912,7,2017,4,200.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,C0C4,Sodupe-Cadagua,1.311299372,84.11019877,0.348,0.29,0.193662112,16.23388677,11.97953787,111.299347,3.4289565210000004,27.70049683,12.5459102,12.86874454,25.84216473,18.22414114,8.528843434,11.5321129,74.34274995,40.16199492,2017,2900,1,0,1,0,1,0,0,0
Alonsotegi,48912,8,2017,10,200.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,C0C4,Sodupe-Cadagua,1.282085048,84.39913625,0.361,0.268,0.184315542,15.3708753,11.30808357,110.73218490000002,3.381348792,27.86893462,12.55515474,12.81499255,25.80675064,18.21712651,8.481970879,11.51999988,74.32519951,40.1632781,2017,2900,1,0,1,0,1,0,0,0
Alonsotegi,48912,9,2017,3,200.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,C0C4,Sodupe-Cadagua,1.113678276,85.17064089,0.341,0.27,0.184225513,14.72088023,10.86370807,110.3725818,3.400172027,27.95066794,12.57096336,12.76429939,25.69649297,18.21199065,8.456998907000001,11.56832796,74.30212462,40.16137945,2017,2900,1,0,1,0,1,0,0,0
Alonsotegi,48912,10,2017,4,200.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,C0C4,Sodupe-Cadagua,1.201262439,83.79944008,0.307,0.252,0.186148664,15.20247939,11.15980453,110.1967757,3.361100233,27.53172004,12.57580061,12.82361008,25.75585018,18.13008998,8.528855871000001,11.47553708,74.218108,40.16824646,2017,2900,1,0,1,0,1,0,0,0
Alonsotegi,48912,12,2017,1,200.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,C0C4,Sodupe-Cadagua,0.451405018,79.77536982,1.115,0.61,0.231883275,14.51179677,10.85296146,112.6959138,3.166846862,28.17399096,12.55321404,12.97570501,26.02876252,18.04456899,8.68746724,11.14810893,74.03317972,40.18360993,2017,2900,1,0,1,0,1,0,0,0
Amorebieta-Etxano,48003,1,2017,6,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C079,Amorebieta,16.0,88.5,2.734,0.617,0.186771973,10.0,8.0,188.2,2.1,54.2,12.51424244,4.8,19.4,10.5,0.6,10.82732627,80.84788956,40.03274306,2017,18955,4,1,0,1,0,0,0,0
Amorebieta-Etxano,48003,2,2017,3,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C079,Amorebieta,0.0,74.1,1.275,0.496,0.25627659,12.0,10.0,112.0,2.9,28.6,12.53888016,10.0,20.2,15.6,5.1,10.29142197,75.58447085,40.11541931,2017,18955,4,1,0,1,0,0,0,0
Amorebieta-Etxano,48003,3,2017,3,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C079,Amorebieta,1.0,73.2,1.34,0.484,0.23734096,13.0,10.0,101.6,1.8,30.2,12.52108475,11.4,26.9,17.0,6.4,10.29497351,74.44756069,40.13255684,2017,18955,4,1,0,1,0,0,0,0
Amorebieta-Etxano,48003,4,2017,3,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C079,Amorebieta,0.0,71.7,0.867,0.396,0.233913165,8.0,8.0,78.3,2.1,15.2,12.53482935,11.9,28.3,18.2,6.0,10.5718614,74.31770264,40.11217369,2017,18955,4,1,0,1,0,0,0,0
Amorebieta-Etxano,48003,5,2017,5,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C079,Amorebieta,0.0,71.8,0.972,0.3329999999999999,0.1753487769999999,12.0,9.0,66.2,2.9,27.4,12.5071795,16.9,35.2,23.3,11.4,10.71033051,73.54702181,40.09578858,2017,18955,4,1,0,1,0,0,0,0
Amorebieta-Etxano,48003,6,2017,4,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C079,Amorebieta,0.0,79.4,0.467,0.298,0.205037061,16.0,9.0,73.9,5.5,18.6,12.52481759,19.2,38.4,24.6,14.9,11.415680900000002,74.42665041,40.20359792,2017,18955,4,1,0,1,0,0,0,0
Amorebieta-Etxano,48003,7,2017,22,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C079,Amorebieta,0.0,80.0,0.6629999999999999,0.299,0.199060387,14.0,7.0,70.4,3.1,26.8,12.55381054,19.7,37.3,25.0,15.3,11.39887132,75.07508418,40.26126376,2017,18955,4,1,0,1,0,0,0,0
Amorebieta-Etxano,48003,8,2017,15,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C079,Amorebieta,0.0,81.1,0.44,0.265,0.199910131,13.0,10.0,55.2,3.9,13.4,12.527689,19.7,36.8,25.4,15.2,11.4422276,75.04279021,40.27864096,2017,18955,4,1,0,1,0,0,0,0
Amorebieta-Etxano,48003,9,2017,14,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C079,Amorebieta,0.0,85.3,0.7240000000000001,0.3339999999999999,0.1969907239999999,19.0,13.0,115.1,3.3,29.4,12.55258898,16.6,32.3,22.0,12.1,11.65164552,76.22531558,40.21253525,2017,18955,4,1,0,1,0,0,0,0
Amorebieta-Etxano,48003,10,2017,22,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C079,Amorebieta,0.0,85.9,0.347,0.251,0.193992935,11.0,7.0,18.0,0.9,4.6,12.57006268,15.6,30.0,22.3,10.8,11.85887653,74.91604298,40.21777984,2017,18955,4,1,0,1,0,0,0,0
Amorebieta-Etxano,48003,11,2017,11,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C079,Amorebieta,0.0,87.0,1.228,0.465,0.202353876,16.0,16.0,193.4,1.9,38.7,12.53616383,9.6,23.0,15.2,5.5,11.57605719,74.87101154,40.16235965,2017,18955,4,1,0,1,0,0,0,0
Amorebieta-Etxano,48003,12,2017,17,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C079,Amorebieta,2.0,91.6,1.991,0.812,0.217283498,23.0,22.0,327.2,3.2,47.1,12.53649097,7.5,19.6,12.0,4.2,11.01167656,75.79830384,40.16344470000001,2017,18955,4,1,0,1,0,0,0,0
Amoroto,48004,6,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C0BA,Oleta,0.0,82.7,0.34,0.151,0.167083503,17.0,11.0,62.9,4.7,23.9,12.55295246,19.3,37.0,23.9,15.3,11.6691992,75.00965694,40.26860162,2017,425,1,0,1,0,0,0,0,0
Amoroto,48004,7,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C0BA,Oleta,0.0,83.3,0.436,0.1369999999999999,0.164477652,16.0,5.0,46.1,3.3,12.8,12.51732052,19.8,36.5,24.4,15.9,11.61275355,75.24474808,40.30916617,2017,425,1,0,1,0,0,0,0,0
Amoroto,48004,10,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C0BA,Oleta,0.0,86.9,0.296,0.147,0.186425011,11.0,7.0,53.2,2.1,21.7,12.57156934,16.0,30.7,21.5,11.9,11.91690161,75.1673536,40.24252984,2017,425,1,0,1,0,0,0,0,0
Amoroto,48004,11,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C0BA,Oleta,0.0,84.0,1.0,0.305,0.179423118,18.0,16.0,175.8,4.0,24.4,12.53786678,10.9,24.8,16.2,6.7,11.39337092,73.8915298,40.11725218,2017,425,1,0,1,0,0,0,0,0
Arakaldo,48005,8,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C032,Areta,0.0,76.8,0.332,0.226,0.191874524,11.0,10.0,45.9,4.9,9.7,12.52580875,19.4,36.9,25.8,14.5,4.4,42.8,30.2,2017,159,1,0,1,0,1,0,0,0
Arakaldo,48005,9,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C032,Areta,0.0,80.8,0.34,0.235,0.200006952,15.0,12.0,61.7,2.5,20.8,12.54535889,16.2,30.6,22.5,11.2,3.8,47.2,26.7,2017,159,1,0,1,0,1,0,0,0
Arakaldo,48005,12,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C032,Areta,2.0,90.29312705,0.755,0.413,0.19546109,24.0,20.0,245.0,1.7,40.5,12.61476886,7.1,19.1,11.6,3.8,5.384107502999999,62.6,28.1,2017,159,1,0,1,0,1,0,0,0
Arantzazu,48006,5,2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,Igorre,0.0,68.8,0.8241195290000001,0.3290710189999999,0.180362858,16.0,9.0,80.9,4.6,30.7,19.7,18.4,37.1,25.2,12.5,7.5,77.0,36.7,2017,411,1,0,1,0,1,0,0,0
Arantzazu,48006,7,2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,Igorre,0.0,80.0,0.88322621,0.366604936,0.185631226,14.0,10.0,69.6,3.8,21.0,18.0,19.8,36.7,25.5,15.1,6.1,52.9,31.6,2017,411,1,0,1,0,1,0,0,0
Arantzazu,48006,8,2017,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,Igorre,0.0,78.6,0.8721412470000001,0.369073695,0.182611574,15.0,9.0,45.1,1.1,12.2,16.6,19.8,36.7,26.3,15.1,5.7,44.6,31.8,2017,411,1,0,1,0,1,0,0,0
Arantzazu,48006,10,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,Igorre,0.0,80.3,0.805966863,0.333679265,0.198017953,10.0,8.0,32.8,0.9,8.6,10.0,16.1,28.9,22.7,10.8,6.1,60.1,28.1,2017,411,1,0,1,0,1,0,0,0
Arantzazu,48006,12,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,Igorre,3.0,86.6,1.114795453,0.31077053,0.1932948619999999,23.0,21.0,265.2,2.8,41.4,3.6,7.7,19.5,12.1,4.4,7.7,88.6,36.8,2017,411,1,0,1,0,1,0,0,0
Areatza,48093,2,2017,1,35.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,Igorre,0.0,80.5,0.8982743120000001,0.308179522,0.189799592,11.0,11.0,78.5,2.4,14.8,8.0,11.2,21.6,16.4,6.6,12.10554729,100.8,43.6,2017,1196,1,0,1,0,1,0,0,0
Areatza,48093,5,2017,2,35.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,Igorre,0.0,68.8,0.8241195290000001,0.3290710189999999,0.180362858,16.0,9.0,80.9,4.6,30.7,19.7,18.4,37.1,25.2,12.5,7.5,77.0,36.7,2017,1196,1,0,1,0,1,0,0,0
Areatza,48093,6,2017,2,35.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,Igorre,0.0,80.5,0.922643578,0.37658098,0.186135298,19.0,13.0,69.7,4.8,15.9,15.8,19.5,37.0,25.2,15.2,6.3,55.1,31.0,2017,1196,1,0,1,0,1,0,0,0
Areatza,48093,8,2017,1,35.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,Igorre,0.0,78.6,0.8721412470000001,0.369073695,0.182611574,15.0,9.0,45.1,1.1,12.2,16.6,19.8,36.7,26.3,15.1,5.7,44.6,31.8,2017,1196,1,0,1,0,1,0,0,0
Areatza,48093,9,2017,1,35.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,Igorre,0.0,83.0,0.943311826,0.327258063,0.190684958,20.0,14.0,91.4,3.3,18.4,12.5,16.6,30.6,22.6,11.9,5.4,64.4,30.1,2017,1196,1,0,1,0,1,0,0,0
Areatza,48093,10,2017,2,35.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,C033,Igorre,0.0,80.3,0.805966863,0.333679265,0.198017953,10.0,8.0,32.8,0.9,8.6,10.0,16.1,28.9,22.7,10.8,6.1,60.1,28.1,2017,1196,1,0,1,0,1,0,0,0
Arrankudiaga,48009,1,2017,1,0.0,275.0,50.0,63.0,19.0,4.0,3.0,0.0,C032,Areta,12.0,81.6,1.4509999999999998,0.368,0.195737372,9.0,8.0,190.4,2.1,55.3,12.61054429,5.8,17.9,11.8,1.5,4.8,50.4,28.5,2017,960,1,0,1,0,1,0,0,0
Arrankudiaga,48009,2,2017,2,0.0,275.0,50.0,63.0,19.0,4.0,3.0,0.0,C032,Areta,1.0,74.3,0.557,0.304,0.213256961,13.0,9.0,67.1,2.2,17.4,12.61679598,9.7,20.2,15.5,4.7,5.7,63.7,35.3,2017,960,1,0,1,0,1,0,0,0
Arrankudiaga,48009,5,2017,4,0.0,275.0,50.0,63.0,19.0,4.0,3.0,0.0,C032,Areta,0.0,70.8,0.501,0.26,0.1859081739999999,13.0,9.0,74.4,9.1,20.9,12.47027052,16.6,35.5,23.6,10.5,5.0,49.7,31.4,2017,960,1,0,1,0,1,0,0,0
Arrankudiaga,48009,6,2017,1,0.0,275.0,50.0,63.0,19.0,4.0,3.0,0.0,C032,Areta,0.0,78.4,0.405,0.254,0.198921462,15.0,12.0,79.9,3.3,17.1,12.52670487,18.8,37.3,24.6,14.1,4.5,55.8,30.2,2017,960,1,0,1,0,1,0,0,0
Arrankudiaga,48009,7,2017,6,0.0,275.0,50.0,63.0,19.0,4.0,3.0,0.0,C032,Areta,0.0,77.0,0.354,0.239,0.193880961,12.0,7.0,50.3,10.2,27.8,12.50706456,19.4,36.9,25.1,14.6,4.4,51.8,29.7,2017,960,1,0,1,0,1,0,0,0
Arrankudiaga,48009,8,2017,9,0.0,275.0,50.0,63.0,19.0,4.0,3.0,0.0,C032,Areta,0.0,76.8,0.332,0.226,0.191874524,11.0,10.0,45.9,4.9,9.7,12.52580875,19.4,36.9,25.8,14.5,4.4,42.8,30.2,2017,960,1,0,1,0,1,0,0,0
Arrankudiaga,48009,9,2017,5,0.0,275.0,50.0,63.0,19.0,4.0,3.0,0.0,C032,Areta,0.0,80.8,0.34,0.235,0.200006952,15.0,12.0,61.7,2.5,20.8,12.54535889,16.2,30.6,22.5,11.2,3.8,47.2,26.7,2017,960,1,0,1,0,1,0,0,0
Arrankudiaga,48009,10,2017,10,0.0,275.0,50.0,63.0,19.0,4.0,3.0,0.0,C032,Areta,0.0,80.7,0.342,0.2269999999999999,0.196363603,12.0,5.0,23.1,0.9,6.9,12.60643894,15.2,29.5,22.5,9.9,4.0,47.2,25.6,2017,960,1,0,1,0,1,0,0,0
Arrankudiaga,48009,11,2017,4,0.0,275.0,50.0,63.0,19.0,4.0,3.0,0.0,C032,Areta,4.0,84.1,0.522,0.284,0.20348075,16.0,15.0,178.7,3.7,29.2,12.67933831,9.0,22.2,14.9,4.9,4.361463921,46.4,25.2,2017,960,1,0,1,0,1,0,0,0
Arrankudiaga,48009,12,2017,1,0.0,275.0,50.0,63.0,19.0,4.0,3.0,0.0,C032,Areta,2.0,90.29312705,0.755,0.413,0.19546109,24.0,20.0,245.0,1.7,40.5,12.61476886,7.1,19.1,11.6,3.8,5.384107502999999,62.6,28.1,2017,960,1,0,1,0,1,0,0,0
